n,score
420,2498.8541490542493
421,2278.1028398653107
422,1952.0132878620195
423,2253.7384461649744
424,3630.307960365089
425,2486.3103353407987
426,2507.8324848719826
427,2365.7328181713906
428,2105.543060729028
429,2334.534937718877
430,2908.582512370063
431,2119.9548214859487
432,2444.2468694549075
433,2906.7860055143806
434,3931.8058665814797
435,2303.160677518501
436,2074.262616234737
437,2161.83722398168
438,2156.5481114437334
439,2178.4775225773537
440,3023.43816569152
441,2552.6919896260283
442,2318.8276138103606
443,2539.980294586975
444,2352.140510155392
445,3476.244543091773
446,3865.778474673538
447,2541.2991999098876
448,2318.6282493343783
449,2683.6887199507037
450,2001.3390231346887
451,2229.0991733009428
452,2051.8898284020984
453,2348.952689315939
454,2759.5111433121683
455,2275.758555300875
456,2750.2559565567176
457,2847.338077918937
458,2648.27859346621
459,2290.052123934968
460,2633.5478236632985
461,2169.339905896694
462,3506.0626518156473
463,2480.729240606198
464,2166.949295475086
465,3997.750894432194
466,3853.2143655280197
467,2318.4112408177716
468,2302.0348715485857
469,2807.4636762978043
470,2219.955709021464
471,2653.412340151294
472,2619.0816279069245
473,1928.676456279433
474,2292.6091717370623
475,2883.6727479143365
476,2361.9907171285704
477,3686.98617675188
478,2120.1598559196677
479,2378.5952605879397
480,2379.7306345227494
481,2401.194871657217
482,2120.5407080903933
483,2426.9236695805484
484,3966.765139916575
485,2311.580997238234
486,2714.30069083283
487,2191.2823496582982
488,2306.150756086475
489,2356.1842102868522
490,2811.1483432860787
491,2248.3668843217583
492,2522.3759282067144
493,1960.188988698995
494,2388.8956812006563
495,3687.0626869726148
496,1991.0467239532816
497,2289.216618701746
498,2453.804190285789
499,2156.1345148095493
500,3830.2457390330965
501,2137.600964279302
502,2154.0628084286145
503,2823.1188890612248
504,2306.4497134715575
505,1881.5334964255705
506,2034.4809079236804
507,2830.9740244158797
508,3713.5023488393977
509,2202.8251732418044
510,2238.505914662974
511,1848.7808562096784
512,2305.4697273728834
513,3609.216015687926
514,2124.7144134831356
515,3229.8886373619466
516,1917.0603237163766
517,2321.5323251800955
518,1958.076167868108
519,1762.7254230649019
520,1898.7973752260718
521,1591.4787885296157
522,1731.2867219838301
523,1670.4657163177515
524,1768.720204009655
525,2364.2810771941613
526,1569.9082193340298
527,1689.6399129168096
528,1679.0407974460259
529,1797.8011699484052
530,2609.352673584075
531,1395.737778347063
532,2279.7953135220614
533,1644.7862895948524
534,1649.1231032252244
535,2921.4488517331406
536,1624.5957518266157
537,1880.0061377475706
538,1635.5022993155612
539,1738.6772720672775
540,1597.0863171415915
541,1640.2941002313812
542,2024.4727565425992
543,1577.9776031634713
544,1516.6659199310627
545,1524.6003080592934
546,1415.4776006919635
547,1313.4646955128303
548,1381.725875942165
549,3291.949062971902
550,1513.4601654676344
551,2484.7784233604852
552,1824.4814981076988
553,1554.2189478510404
554,1287.4159570469876
555,1402.4726868719224
556,2177.0621067791835
557,2791.9867127644716
558,1377.0983817389947
559,1476.8334382253445
560,1404.6677609819708
561,1577.446053186635
562,1357.1187602785876
563,1357.6386321495881
564,1349.6948562919983
565,1442.6213133772496
566,1675.8803357529293
567,1588.5379103125285
568,1911.7485170125588
569,2317.816085662906
570,1433.3572371871223
571,1232.3768488896335
572,1470.225744191778
573,3026.108026053437
574,1617.6926455564098
575,1392.534990161407
576,1507.2605525596803
577,1525.1077774548116
578,2197.2729458903896
579,1598.2340214244575
580,1360.4280754288325
581,1256.2097491478398
582,2136.4578856978947
583,1373.4075943371263
584,1581.4191255001783
585,1236.7236110816284
586,1514.0107930976326
587,1304.0236290245848
588,1293.0483241831325
589,1400.1053136252679
590,2777.3892970007855
591,1353.704369033468
592,1780.3318565160669
593,1388.0674352810358
594,1499.5196963765761
595,1250.556137745381
596,1516.984335736871
597,1258.0737360806706
598,2181.7529018778428
599,2025.3972936694254
600,1222.1408068447702
601,1363.373826491833
602,1180.2286231980208
603,1192.1915731610047
604,1437.8789813199176
605,2051.8917704062383
606,2916.0577135173567
607,1326.6402760931562
608,1373.4874592353758
609,1438.8562940178233
610,1321.8067406682255
611,1644.8621841982158
612,1162.5438045868186
613,1288.8906883314708
614,1347.1915648940055
615,2015.6594958425858
616,1251.2712493976762
617,1254.7377381932909
618,2471.096501315046
619,1520.346640314273
620,1153.6766478724542
621,1497.8036735538449
622,2358.2483955265866
623,1387.1448264585815
624,1416.2505326716464
625,1319.0464114919619
626,1605.839666438475
627,1191.2912392745554
628,1414.6071810551314
629,2113.652080264117
630,1178.7290523545735
631,1345.4583154721436
632,1357.8444757344812
633,1306.9975836057436
634,2063.267868223743
635,1160.5507688098076
636,1300.7985023341148
637,1460.4204629778883
638,1575.1568396565501
639,1165.1079299156524
640,1318.3536210143052
641,1416.180267502309
642,1112.7452179890204
643,2016.8574101606387
644,2799.5171187442093
645,1278.3053748931352
646,1188.6442870444548
647,1335.0155564417717
648,1532.5976161072886
649,1407.8029806637865
650,1342.5059633784972
651,1282.8100225817948
652,1950.7218890774186
653,1314.5157089911424
654,1264.404454473094
655,1429.1746020019207
656,1137.3154491628504
657,1137.7986602109743
658,1249.6189784484363
659,2491.9827788260163
660,2084.3723352805364
661,1192.1383699123376
662,1251.5728152177671
663,2642.2146268468236
664,1325.8842274480312
665,1336.4084137709888
666,1435.319524512463
667,1518.1030825443295
668,1393.2468294588232
669,1317.1066506848963
670,1655.6872568249473
671,1274.2814540682177
672,2065.188947439307
673,1376.7484002614708
674,2053.4620986542463
675,1138.9403780393384
676,1424.7708785698803
677,1311.876015196476
678,1274.2701535367642
679,1356.2495755182115
680,1173.1431116826259
681,1159.4706541502687
682,2711.0068054526414
683,1298.0596559302892
684,1328.2110198667983
685,1325.4045513279445
686,1812.446244742048
687,2252.760379766569
688,1450.3195116469187
689,1589.3556395454232
690,1151.402501087775
691,1142.0999908676356
692,1356.0589173767241
693,1507.5632534793915
694,1401.6024986392993
695,1320.092614704757
696,1283.6244376274942
697,2001.7921448140323
698,2765.0261944322933
699,1337.9508964748634
700,1138.7489015460196
701,1270.164943767783
702,1800.0403290074248
703,1298.3513420747595
704,1339.3313809922092
705,1209.8390229761794
706,1192.7928951960503
707,1187.7921110070972
708,1333.6493339678584
709,1314.6130042160098
710,1639.4709679446316
711,2065.5186644697264
712,1169.6870831603792
713,2294.6286804210126
714,1348.8501823611846
715,1215.4958027593514
716,1360.8325584886197
717,1138.4227448598606
718,1299.3688136143417
719,1226.5740093849913
720,1971.0303679434564
721,1514.5832697931737
722,1185.1554170694858
723,1248.126974313007
724,1189.4351655232035
725,1094.1640772388253
726,1278.1813032451046
727,1591.8535651355257
728,1188.7901869288373
729,1781.0418103362022
730,1290.3847792147944
731,1248.671844470082
732,1255.8581668408933
733,2483.3242446010654
734,1222.461642148837
735,1295.841209833027
736,1190.4916717990893
737,1307.4029029386822
738,1305.7178830272458
739,1104.3886907886783
740,1810.4080684360383
741,987.9362993939267
742,1248.93455277804
743,1104.8185455782457
744,2002.5934267414357
745,1257.0920201264332
746,1081.1614409194328
747,1538.858250242345
748,1214.4274667587313
749,1116.8255007236962
750,2073.3061453902155
751,1178.3950542751634
752,1058.2449705620402
753,1144.863354084149
754,1252.734099142953
755,1200.9403428860578
756,1145.1452252263703
757,1252.8259680798258
758,2116.1999106401404
759,1397.8894662333068
760,1183.576557594918
761,1875.5924360076795
762,1199.71692400986
763,1137.074128664024
764,2405.9190723186543
765,1228.913027341982
766,1452.1271244234163
767,1266.579945195405
768,1187.5676460768684
769,1063.8754003736826
770,1261.9700728716305
771,1648.6485085082168
772,1225.1445356134263
773,1942.5311911975195
774,1274.4861971134296
775,1202.9787794786105
776,2038.8684217395416
777,1154.6753058271424
778,1154.012774556933
779,989.5386392289047
780,1309.8814158357004
781,1129.7647634160217
782,1682.614115860256
783,1285.4607278303133
784,1015.4741483243623
785,883.354551035626
786,1128.8190009665323
787,1106.9113793254783
788,1363.2812961746592
789,2257.0637793616056
790,1037.113225636488
791,1247.91666264553
792,1101.9704157104811
793,1451.5622827500765
794,1303.059653376476
795,1169.394048428876
796,1323.023749476053
797,1375.7780503050378
798,2028.5712619089331
799,1799.5667902313137
800,964.3592977083247
801,1157.7560829664728
802,1105.7926825626666
803,981.6689278191424
804,1085.3996968634538
805,1031.7525908003563
806,1151.0315664194939
807,1126.577348124963
808,1305.446446291888
809,1789.566430130345
810,1126.007414667531
811,1130.503938753547
812,1293.3262722926763
813,1062.1704362638886
814,1131.5820054310916
815,932.1996493659519
816,1606.0599117146214
817,1611.1509007318766
818,1254.4028267311826
819,1247.3165445540467
820,1063.9079449218298
821,2245.4346768957867
822,1027.3935384690876
823,1121.4673189887126
824,1003.8664574512666
825,1145.9885728062834
826,1239.2051169958822
827,1234.7237896844454
828,1127.4869111800551
829,1692.798511231666
830,1313.9342066022864
831,1046.7863174826343
832,990.7127254765511
833,1040.7349829539423
834,1040.3038274482308
835,1128.36151768449
836,1651.4281058886788
837,1055.2903276953216
838,1942.9690466769466
839,1058.7349357985588
840,868.3528727515816
841,1019.10354899227
842,1105.7968213113181
843,1023.2078560889399
844,872.8267305511206
845,971.1846440716272
846,1499.3064665193615
847,885.594193646206
848,1166.4278084197347
849,2053.0087058832487
850,1478.4208611458855
851,991.1717044970126
852,1129.546068361618
853,1243.8851133607898
854,996.5798516682004
855,833.3616540896377
856,867.9716125125899
857,759.0676707985575
858,751.8945831803256
859,936.9231989970442
860,969.5042739489954
861,773.5829942605376
862,975.356139406698
863,1109.3372563818562
864,1943.7505855532224
865,903.5362786109779
866,824.0170767518215
867,1035.3729298195085
868,1380.758745146548
869,1266.2314950219811
870,910.4704834421366
871,707.7618203458826
872,569.3047678334191
873,839.4719236429994
874,654.0463823277458
875,752.5991058288566
876,1040.6177645785872
877,633.0817688283092
878,1659.773774358025
879,991.322564904924
880,1309.5996061825222
881,1005.6444054329769
882,1023.6377509967006
883,868.4934663317725
884,821.3497883669404
885,846.5116846552685
886,1220.541154954713
887,1113.4626701936324
888,836.1721271164469
889,697.5650852592888
890,709.1895716161475
891,849.6292950285949
892,828.076530255035
893,1436.1628489956522
894,796.6767216808258
895,994.0074354752035
896,532.4577299247806
897,624.665104287966
898,962.495614029287
899,634.5102214982894
900,787.363304612534
901,753.988694333311
902,787.1309726989887
903,574.5307065447927
904,962.8810061370463
905,819.8312348262823
906,1471.2418147730568
907,1230.2783269246981
908,1003.1842664101707
909,998.8355475783736
910,513.261250825551
911,573.7410931383417
912,687.1277785693728
913,770.8207791213189
914,570.815481276969
915,853.8398301300914
916,923.0583043944754
917,782.739523606766
918,548.6852852893472
919,1411.3445861473754
920,846.4854821624297
921,825.3984449962645
922,544.7650640590214
923,1013.624119662456
924,498.36109444242
925,634.1164187539326
926,680.9459237952483
927,562.6532057151175
928,956.8598394134431
929,939.9355891167692
930,756.7964099917871
931,741.3134886034707
932,721.5069186161769
933,1111.792515618386
934,810.8877432055885
935,929.3820203710891
936,640.6753591039221
937,534.7128779761946
938,1167.2533129876936
939,930.3952456133989
940,950.226271429984
941,684.455099603433
942,533.8248089631741
943,540.670406634135
944,439.0517683682764
945,818.0190373197782
946,1397.6169210206508
947,683.5406175752025
948,522.1784196716031
949,507.20702901227105
950,510.27681324072637
951,982.4506099847229
952,489.18515323269963
953,937.5882243955496
954,636.7385847749039
955,774.1572880262289
956,1032.4750825226347
957,694.1414356063773
958,833.7664699690816
959,1003.194928860487
960,995.5858100482911
961,537.9985900749097
962,688.5834067021331
963,1050.5240444674046
964,738.5942233093886
965,461.27958103216264
966,908.1074212260189
967,836.9978759587813
968,1015.6015663649059
969,817.3927921434737
970,1150.050819980778
971,1300.1645773899172
972,654.7277392251777
973,556.7484226140507
974,745.4977839679915
975,571.4019299999675
976,999.5799822479065
977,603.93791156479
978,806.895310643664
979,521.6730143902017
980,674.2890849330125
981,951.3921523671196
982,509.95301497618016
983,452.82495173569885
984,706.2147085861661
985,817.1478004779912
986,933.3623911302423
987,1421.6189339683801
988,681.418867156931
989,537.487576573414
990,996.6807149711404
991,652.7854293964049
992,921.0203271777468
993,757.6302147680552
994,521.4820776371333
995,935.4651774047038
996,538.7523794325846
997,965.5748464061564
998,825.7873447033198
999,656.2565631738053
1000,553.1418001486397
1001,823.0429086180167
1002,530.1215244403746
1003,971.3359593924214
1004,746.1029997661253
1005,1694.517421355213
1006,804.75225012271
1007,919.3570543359813
1008,531.618832794721
1009,966.3453024845958
1010,973.5408928289547
1011,468.0891319631515
1012,754.9806876718675
1013,661.7198368595845
1014,800.8282695146515
1015,606.8382268678222
1016,1350.7607373079202
1017,668.1695609383946
1018,487.16197710940054
1019,1003.2453723970806
1020,502.7418558068037
1021,524.2308529086865
1022,590.7551335259591
1023,935.3118953870136
1024,440.54614388928854
1025,633.9977120642665
1026,835.8708654324381
1027,698.0199484187438
1028,473.5653368571085
1029,1142.4491113264373
1030,495.7447606646502
1031,970.1150084290465
1032,873.0716265751291
1033,678.556895890988
1034,810.01515421444
1035,962.5781856318534
1036,920.1959245663286
1037,689.5118744443963
1038,479.251454249032
1039,794.976164993343
1040,417.0391715880831
1041,496.4129220870337
1042,683.6811759953098
1043,648.3774612260448
1044,772.0879107367532
1045,1221.2764943518875
1046,968.3583277155998
1047,914.7169009701148
1048,599.002360630593
1049,947.1062039124395
1050,548.7254100545207
1051,703.3891269215366
1052,907.762188752923
1053,916.9210966478206
1054,590.8399538826213
1055,894.4539111711315
1056,661.4200070651422
1057,1092.6154375946933
1058,676.5008469336427
1059,806.9652581908235
1060,509.47688248285493
1061,502.23799824684124
1062,900.7027213040784
1063,429.20576683821497
1064,782.5178206074694
1065,527.2285125627117
1066,645.8488357637758
1067,780.1119698972929
1068,478.18617364282414
1069,408.23120939662215
1070,925.1626103596269
1071,764.2477796331469
1072,916.048518873817
1073,604.314525823293
1074,653.5479579618267
1075,950.9514851224934
1076,509.7129251798606
1077,896.0752912004358
1078,830.9168001101676
1079,511.0279037043483
1080,705.8665200947358
1081,489.6676137321654
1082,570.5750734051267
1083,762.8022356604804
1084,485.46756603881636
1085,903.5696069694967
1086,478.7274882562388
1087,909.0643829315816
1088,674.573090159292
1089,857.6594847331172
1090,417.24767264012036
1091,630.280654827366
1092,746.5770493046474
1093,901.4584474347807
1094,760.4369056808903
1095,657.3113514127609
1096,849.4366483953338
1097,739.2755020822984
1098,866.0110176225398
1099,489.7775781676715
1100,391.981981590425
1101,461.30099217301483
1102,742.1109929081745
1103,870.0548914822167
1104,473.6521734212847
1105,611.5554834844639
1106,826.7060342800587
1107,712.177406218932
1108,563.6892432783727
1109,645.0539925704478
1110,682.0466249713571
1111,913.6854076112711
1112,461.55702182908016
1113,477.7491247570813
1114,586.6407634083432
1115,383.14498552810136
1116,892.8878446867601
1117,743.355268045166
1118,441.436178090214
1119,757.8001757206849
1120,544.2578020417059
1121,639.7077037091889
1122,882.5172015259983
1123,609.1676014095426
1124,738.0066635108221
1125,864.1839161278323
1126,633.6486951111954
1127,381.1191511398445
1128,720.0339879758301
1129,854.9300311215687
1130,864.2414035804092
1131,706.6419464863604
1132,681.0110550725304
1133,1168.3238706039076
1134,483.9117563344131
1135,574.8507772221832
1136,507.07093810375716
1137,550.0190773793203
1138,1035.1575499022288
1139,850.1970771777455
1140,674.6798318795913
1141,1058.967873419714
1142,672.5229112078472
1143,842.6787502970838
1144,741.9979771731415
1145,407.34594869765556
1146,772.6199197848224
1147,935.7157278362763
1148,624.7870605820939
1149,573.3015729414113
1150,1238.9132947004935
1151,961.2029569406865
1152,522.0484711286383
1153,765.0054620273118
1154,640.8029578684997
1155,690.8613109082331
1156,579.8745142154729
1157,862.82774746283
1158,731.9948210083805
1159,677.0433646691944
1160,749.7158489461154
1161,840.571651484543
1162,1078.387867563931
1163,484.1990398564697
1164,518.5604736634212
1165,767.5626899351806
1166,665.9847688685098
1167,600.1677939447791
1168,447.0842778973365
1169,903.5711553923209
1170,789.2815056753112
1171,465.7640701269236
1172,744.9203231910556
1173,850.1617856127135
1174,647.8265724250559
1175,879.7725863780245
1176,732.198325705648
1177,486.49483448667104
1178,513.321503694039
1179,565.6872475007466
1180,839.772221786352
1181,707.2602351532926
1182,849.3704518611859
1183,591.2837529656645
1184,417.41744498044744
1185,720.0620827201644
1186,452.87083620323307
1187,656.8284854309084
1188,840.366033965791
1189,769.3375575877212
1190,475.0144658524747
1191,831.8457313836374
1192,599.1540721184913
1193,820.7072097436068
1194,641.1484471167503
1195,457.7612851012301
1196,534.9082427469922
1197,401.42745155838475
1198,660.3883496593872
1199,737.1330667137661
1200,826.356649040464
1201,390.9580024973792
1202,449.25206708593527
1203,651.6115999557355
1204,788.9248924459714
1205,806.362530878833
1206,838.542914720583
1207,704.2163076978318
1208,616.0345371001159
1209,622.7699199028432
1210,467.4354004902208
1211,567.7479268924236
1212,433.69833682800714
1213,526.1331445813678
1214,826.5386769991858
1215,792.4333055196271
1216,779.1436363516028
1217,810.3004547440397
1218,433.966070728877
1219,499.9550675329232
1220,423.0273187912148
1221,857.8074647458639
1222,842.3516336393143
1223,381.90554391335735
1224,647.2824513686719
1225,570.0235921125487
1226,723.2742249779077
1227,549.2813173780548
1228,710.8178370969831
1229,644.0124168315449
1230,461.63280753773716
1231,696.0536621405435
1232,823.4996262444552
1233,774.4128032762924
1234,551.9192377148951
1235,619.8231065413962
1236,529.599185818533
1237,431.92779083391133
1238,688.8166761384257
1239,575.4022048833814
1240,638.2510137510275
1241,385.3731628600483
1242,407.27786739039675
1243,792.4262660214749
1244,758.6464647719856
1245,438.18082221783334
1246,366.80685918816624
1247,681.4656860896619
1248,436.35371365523383
1249,560.0556087219795
1250,767.7428903265417
1251,591.4389911553955
1252,809.0477032361608
1253,497.80704315625775
1254,725.0277190129725
1255,452.1662386458543
1256,774.3135784635376
1257,671.2357761705075
1258,409.46442980302487
1259,622.5435294841205
1260,534.4209718522076
1261,550.7242238281533
1262,489.29504616530437
1263,667.5977872940724
1264,779.0777655814499
1265,597.4443354532151
1266,611.2895973041765
1267,775.6739881837989
1268,521.8910149079356
1269,395.4079295082591
1270,357.37269318974415
1271,441.80707223953704
1272,720.6055484120845
1273,667.121316612196
1274,441.6717197647788
1275,753.3709347763701
1276,489.9690068961015
1277,553.7589564870182
1278,436.13454992070507
1279,417.0654081759865
1280,587.3354732020598
1281,751.9727473032622
1282,402.7961136016121
1283,649.8022127043822
1284,736.8421418181199
1285,530.2615360680745
1286,714.5832275092307
1287,612.7247301078867
1288,648.4409633301655
1289,778.6645849712344
1290,369.295003544532
1291,543.8195854225262
1292,418.2457428803103
1293,650.216672182742
1294,726.3805922831363
1295,508.758427578516
1296,669.7833381517019
1297,579.1723247869406
1298,385.51767897273197
1299,361.6337205461513
1300,590.4705155147543
1301,632.6193093049343
1302,439.80738790910743
1303,763.5148012139306
1304,505.913727529153
1305,771.7617129174903
1306,348.8363252777846
1307,731.1495647826563
1308,728.7647955755378
1309,593.0101542587403
1310,710.8575801134053
1311,791.5769605266514
1312,463.21075502472104
1313,591.0317895527078
1314,609.8358302259468
