n,score
630,1109.1006262265812
631,746.7735344353479
632,766.721049216435
633,563.435059160606
634,1186.212076478785
635,914.9259322295683
636,857.7520252870662
637,739.4656040587171
638,760.6047504911137
639,1093.6086225340305
640,584.7436242445074
641,548.69327154631
642,881.8178370151837
643,581.8475544482976
644,715.5476559483867
645,1675.3070980109057
646,551.6683596852037
647,729.403145402414
648,458.0671115217029
649,664.7199483265989
650,919.7957737351346
651,757.5294961831133
652,642.539421210805
653,537.6485954176694
654,866.9060281331049
655,715.475815645384
656,627.4009846009377
657,1117.0805512308734
658,866.4232759293825
659,536.8762843124098
660,1195.7120692812114
661,638.5338428839519
662,947.9032270375095
663,897.0973104691619
664,620.7940689132811
665,520.2782074004956
666,864.1373079998509
667,453.5180895308274
668,728.1186623250065
669,704.1382670749122
670,530.3536864149187
671,612.6385751662365
672,902.0424528644544
673,1062.5046692497378
674,508.06503255213295
675,726.1626685376334
676,655.0681170811843
677,504.42746863136915
678,492.65174610703093
679,860.2166345472508
680,529.9050317177366
681,624.8052781574445
682,608.799220795091
683,452.4752559200129
684,677.9246387838236
685,710.2420097778341
686,930.1171717012161
687,868.0374038967898
688,848.9163092683593
689,703.0737203213554
690,980.4396165372463
691,821.9165470140741
692,579.9159987253652
693,714.8542369870413
694,866.2364762826419
695,825.8746213064283
696,666.714889409164
697,844.4263155400799
698,891.9313840250009
699,412.78204718153637
700,694.0525708856666
701,520.1059915698984
702,659.8123150828231
703,512.3261609862641
704,632.698780287809
705,513.1706297243604
706,497.09644257343206
707,663.5971837811124
708,496.0101079873824
709,634.629064499821
710,478.8973040021955
711,883.6817730060262
712,1159.1238499527062
713,858.4118330923445
714,714.4317658571497
715,614.516439722633
716,638.9237744320839
717,917.1814147751511
718,485.0506445342462
719,765.139442809943
720,902.3773193048688
721,868.251721277332
722,627.6553110779881
723,878.1220561515796
724,642.647134529444
725,712.0805623031423
726,651.814431082346
727,689.9212295031436
728,510.094676244903
729,402.8194709170418
730,816.8826615792927
731,757.8996406211406
732,863.2567131820118
733,539.3486885766208
734,910.9861834037315
735,493.04688860674844
736,604.1730436568832
737,476.4253433103474
738,745.3110807149081
739,818.304090661597
740,694.3145451815047
741,818.4300214522834
742,428.92880285033544
743,632.0678247410093
744,872.233196689675
745,954.7984635683205
746,488.91588510950277
747,578.4455316333539
748,507.1624852976545
749,740.5505523251418
750,645.7226337138968
751,649.9063547513312
752,550.8239241094317
753,824.6660546939975
754,854.0349205518429
755,830.557032721376
756,421.0706303205572
757,490.6134105916556
758,473.1674195009848
759,780.462566746463
760,827.0190138727692
761,485.4531731002749
762,677.6739070082895
763,678.4600061832424
764,602.3420394333771
765,685.5682264968593
766,672.7633720968257
767,822.2484593142341
768,479.6524705076705
769,642.3344259050294
770,595.9562988332402
771,559.1183489237662
772,818.7484665074276
773,706.2662762331618
774,426.0716032537938
775,487.99215543119897
776,820.5074621516123
777,675.8420749493679
778,906.8898288557051
779,1459.4041333120504
780,508.3445803211275
781,662.6709496687063
782,560.1443804318883
783,761.5835558358624
784,703.2870650670425
785,945.0021936785532
786,905.0665366814633
787,467.8328551574636
788,609.6645380359486
789,518.7404960904224
790,1034.9763507416758
791,510.768096180561
792,1042.687834494287
793,403.25660321683154
794,803.6594061362816
795,675.4136320387785
796,453.49167122217233
797,652.561756097398
798,853.4279311594878
799,675.6913963471476
800,705.7788645137463
801,599.3074181647352
802,487.58888360387976
803,744.677490003572
804,567.0553930766959
805,894.0396396516495
806,487.05373326656394
807,702.8286748206584
808,853.2483984101815
809,917.6649295706917
810,418.35199761328414
811,660.8000935892072
812,476.90883374474146
813,593.6937924672146
814,814.4000074396675
815,645.03435152631
816,453.4705292966738
817,477.3544323580896
818,799.1547216609836
819,797.5255134931225
820,668.0366293982305
821,416.4877218446966
822,661.6375268510226
823,718.0388880479451
824,570.8239262149713
825,841.2556521025348
826,560.7572742901204
827,468.97034176522834
828,800.6098728901859
829,657.2716638784071
830,478.1831294037396
831,781.638693351129
832,458.1776871254537
833,776.5077679742024
834,822.591666830337
835,647.0254733253051
836,646.40611035201
837,611.5545614660922
838,559.7940317780951
839,672.5836206379719
840,394.6743937568515
841,748.5263751242485
842,647.7430478681301
843,468.9577321506976
844,765.8804050055467
845,821.2109926678098
846,677.861447331408
847,765.4373396360005
848,633.5942749974769
849,566.210493576995
850,619.948654840522
851,442.4731787028245
852,487.56694654875514
853,402.04822318127697
854,540.1263856864289
855,682.3738620738961
856,674.554906224875
857,598.9436118603745
858,746.3951922844781
859,630.3288497918373
860,629.7651963413678
861,743.8742198126553
862,545.1590739117275
863,825.6863298819063
864,489.16973214600364
865,494.3046843493289
866,603.0549446876472
867,572.9657031266597
868,419.20660730880974
869,825.3433091238317
870,645.4499650011641
871,672.4987825597087
872,475.5652725538316
873,621.8705531600924
874,601.9511856527803
875,793.1185176478308
876,755.1750961980042
877,390.3478451757725
878,458.9972823735959
879,566.6263597294542
880,554.0341859219403
881,664.3141875312418
882,834.4500850900396
883,664.7557682587357
884,765.0455220320162
885,479.0471673487091
886,643.0890768059608
887,839.5865390926762
888,625.6407828524918
889,455.2336118840996
890,486.1795659660421
891,478.1566310189869
892,844.5470183180328
893,584.2129584935379
894,571.0304676194633
895,406.589861723754
896,618.9351218123685
897,871.7055861998331
898,861.2454889171271
899,1033.2535514067804
900,988.0906729526708
901,755.6557839042329
902,968.4727844988947
903,435.8604482393676
904,936.4098912003014
905,452.72056930183334
906,483.05435732675727
907,909.485292318604
908,749.8159531504598
909,658.832737273872
910,642.788993712458
911,1002.2251331612883
912,606.9843475328681
913,765.3812114527946
914,504.62550179306015
915,853.6225122748402
916,763.9544651840929
917,698.4963183564279
918,841.0468198220764
919,516.6369670643555
920,605.73942031679
921,787.7907607606479
922,785.8757726129727
923,697.3827529419359
924,568.4009403256582
925,464.9159082377576
926,884.7373760615238
927,482.0376230792837
928,432.1041652971919
929,924.168101661584
930,906.2821688553896
931,464.2645844225336
932,450.03842073547526
933,740.496514387459
934,678.3901880291535
935,551.9706066423764
936,657.09032467884
937,848.564143147402
938,844.5073497412653
939,694.8334459554649
940,852.2612881873472
941,685.2944893129081
942,457.2521289256817
943,836.7707920339348
944,597.7676017917704
945,486.4739333697455
946,542.8281097289042
947,474.9029328762434
948,695.9056874433069
949,409.2478495285132
950,439.70502228264957
951,645.6609872928997
952,881.629722990344
953,682.9504470561275
954,816.9852970624142
955,797.222046430542
956,636.4198110982218
957,480.40193016033925
958,575.3810829531421
959,673.8686316790636
960,789.6252216234074
961,843.4100824710878
962,643.7674351166952
963,649.8783551086862
964,639.8339924946271
965,469.19615934879556
966,772.1488520278857
967,768.8465636860807
968,623.8977961249259
969,480.4209774449157
970,563.0058408753407
971,440.40519064734224
972,413.1130106491608
973,664.1811016298606
974,542.5848435713186
975,778.997182155522
976,422.16680018606274
977,600.6609537134303
978,882.0600727880525
979,403.7614865410281
980,712.1327469255256
981,760.7276160747742
982,763.5602168067289
983,626.0284602196008
984,550.5714090451138
985,479.80653078820217
986,563.0319880211003
987,639.6228735627938
988,494.1014838540956
989,632.5185845636352
990,639.134811349298
991,756.6924444179908
992,626.4310606963776
993,427.15087254563196
994,724.5824944151096
995,409.3122988607066
996,616.1134357997582
997,733.0349103034804
998,605.116088712646
999,864.9168589022945
1000,537.7540426932724
1001,465.1021443866085
1002,556.3435785332144
1003,612.5931747088647
1004,453.93878890348196
1005,618.9592956125546
1006,825.7619024906638
1007,705.8695466582201
1008,588.7330801792212
1009,607.9162584830933
1010,634.5078310638789
1011,457.42042128304706
1012,745.9602953296836
1013,459.23024748105263
1014,437.9058068288627
1015,598.7113271118101
1016,608.3351283694527
1017,520.0199603637845
1018,407.79277916716086
1019,551.719499878355
1020,725.3314649808722
1021,452.1096769480063
1022,721.5350546338648
1023,585.2677623274714
1024,507.66911153498273
1025,397.663783312619
1026,534.4658850882801
1027,611.9027487715858
1028,577.3788649738788
1029,416.88814155829516
1030,833.3828580800404
1031,705.7336558191114
1032,584.8190715671002
1033,747.8214809815761
1034,461.34966902901175
1035,605.0273611240882
1036,448.54827631870546
1037,413.58105304694516
1038,741.2006251614102
1039,594.2744260520179
1040,498.3408518146692
1041,611.5107980160562
1042,705.3039455623273
1043,825.2030328140116
1044,403.42319768364945
1045,584.242874649581
1046,534.9253619106128
1047,702.0439880856134
1048,468.16931223354317
1049,609.7991031123626
1050,590.2033666879647
1051,524.0327627517377
1052,726.6265796745854
1053,380.81679379291563
1054,692.5150091237406
1055,578.9090163815515
1056,454.3361665329884
1057,574.9303964814286
1058,445.0566093672931
1059,511.18331528123946
1060,596.8790823841929
1061,790.555929640974
1062,705.6745002849402
1063,594.9737212493939
1064,623.5571308391457
1065,422.3240853873463
1066,587.0170311067565
1067,816.3601306306871
1068,511.5283160681934
1069,651.8168992701193
1070,398.244446239573
1071,596.384297344685
1072,560.7498868940015
1073,722.9263953173892
1074,454.4041636640695
1075,466.37357660211114
1076,740.9861760574112
1077,624.8398046066649
1078,420.45531110780996
1079,533.6151254463288
1080,692.1305949279415
1081,498.69509825957107
1082,443.57058094002383
1083,585.5258829437412
1084,579.8587634475865
1085,398.2859271835696
1086,724.2161350539701
1087,451.2367756639083
1088,824.1963302787457
1089,567.5760181068009
1090,719.417549479999
1091,560.9573716224904
1092,521.385686353578
1093,411.5887396764862
1094,666.1025280498309
1095,591.4843073120614
1096,786.4503699964545
1097,517.9296430785356
1098,568.8140151463082
1099,565.2770651117598
1100,560.6044387546686
1101,551.1384616348925
1102,690.8189565804905
1103,526.5775060343899
1104,367.77681458510847
1105,439.85138879083297
1106,408.8486575746427
1107,569.8331859001535
1108,451.137067443327
1109,713.5178072353114
1110,704.2706495619823
1111,535.5748282011084
1112,512.8063351268053
1113,533.6850900329133
1114,392.16394501536575
1115,433.88078132899057
1116,385.5857798620565
1117,841.0820979455792
1118,778.8401974447137
1119,679.4840171807122
1120,728.45867315824
1121,568.5207266820514
1122,577.8185725802273
1123,449.2477763961069
1124,590.4677968969304
1125,480.0376240137525
1126,725.688888207987
1127,509.92277004216686
1128,476.52334401508597
1129,610.3826893755303
1130,573.7048951379613
1131,395.36311528575396
1132,758.7253043100777
1133,432.64650290569637
1134,557.1145891853699
1135,623.7209883131376
1136,375.72038235523826
1137,658.8933573871932
1138,755.2482433995962
1139,567.8023115533927
1140,425.8683195717305
1141,421.2870808776383
1142,745.91731349447
1143,546.0343852901393
1144,589.1737038102226
1145,368.592125176499
1146,681.0101929917915
1147,500.03280236330636
1148,563.112728057128
1149,424.2198902686695
1150,575.3240560131056
1151,399.98867959158946
1152,673.8690521830529
1153,553.5530371941587
1154,705.9837723548314
1155,471.5220071475044
1156,544.3449579863602
1157,384.9558979100848
1158,440.1898812881662
1159,639.7374132758058
1160,624.3799568327635
1161,376.4120550779237
1162,671.7228059416522
1163,490.1170089330357
1164,552.791524244253
1165,533.0787366666775
1166,523.515424379452
1167,422.18648583747165
1168,465.61975247017085
1169,562.0138141041028
1170,758.4268547481453
1171,532.821569763829
1172,541.4951365294282
1173,652.8171767639233
1174,390.89541091433176
1175,707.1829426534124
1176,645.7871946167
1177,441.16200432798297
1178,528.8677781695598
1179,414.7519887733045
1180,548.5820220770933
1181,556.8912633608854
1182,365.15673568321506
1183,474.09724017991476
1184,505.7202782428028
1185,647.0510774580312
1186,455.05009381283395
1187,389.6620048604744
1188,519.814616174745
1189,539.7049767482588
1190,630.9000026414927
1191,610.3437049474838
1192,357.56880212282255
1193,747.5141322777034
1194,539.468706696994
1195,422.56776650616735
1196,703.2753803455884
1197,493.8188713061763
1198,565.0749505900242
1199,525.1824854729316
1200,444.7018179704619
1201,539.6427943816659
1202,651.9970246297568
1203,352.68421065825794
1204,542.77357762066
1205,471.38054165097776
1206,402.05645969446283
1207,534.0592657463535
1208,484.0797329060772
1209,624.5749750723445
1210,390.1299864866689
1211,442.86968187072114
1212,560.2895752329839
1213,783.962559693864
1214,556.1699759675319
1215,679.3066128527065
1216,522.2123196039429
1217,508.48533773605294
1218,621.9220027573377
1219,575.5461108574734
1220,479.64146022730245
1221,443.5063374445336
1222,729.1426450299466
1223,717.0764579620162
1224,504.39350994340396
1225,553.7981584807211
1226,467.6518656444912
1227,393.12592418937857
1228,564.5566052926395
1229,372.6709098956798
1230,628.8245412492971
1231,620.5488984443673
1232,707.0049977867617
1233,621.7716548920998
1234,387.57286490443124
1235,365.26817858379223
1236,554.4840946244159
1237,618.6753212014239
1238,470.63160170895674
1239,572.2959424211429
1240,481.40173033751455
1241,433.41656991280723
1242,559.7273009294593
1243,623.4870838129359
1244,441.3528190454765
1245,777.0787205218381
1246,472.88396313514914
1247,565.7830975850073
1248,423.25885398445996
1249,636.6474247397646
1250,507.5407767211152
1251,795.8253130871148
1252,652.4270981208277
1253,550.9087851081255
1254,639.7744422824317
1255,415.5408535050963
1256,377.2416182873032
1257,521.0381624552019
1258,683.9987903678038
1259,463.0658470318064
1260,519.7529102806179
1261,612.1816358501253
1262,476.6425175121055
1263,407.83438998628577
1264,817.6518598472773
1265,535.8912261070608
1266,472.99352301786314
1267,665.4893179679348
1268,858.0410283897521
1269,536.3514238572936
1270,617.8814741633005
1271,561.4722597293447
1272,373.3785709386965
1273,787.6323147960616
1274,619.1802032620179
1275,668.5558013893169
1276,655.291442437612
1277,604.8794200947631
1278,479.65280813036196
1279,376.9354269567526
1280,430.9924216300805
1281,757.881029634022
1282,614.1918683622647
1283,678.6981381607388
1284,647.9171695586144
1285,521.5676274037166
1286,498.74374797774203
1287,521.4019287905903
1288,417.3211644522505
1289,559.3082984961865
1290,607.8936523058499
1291,398.17265036683256
1292,547.9960876235565
1293,532.3428984183515
1294,363.5731469585819
1295,550.6207228937554
1296,498.61983562368226
1297,529.3215171222679
1298,439.6288587166188
1299,808.0262893140103
1300,623.523335064673
1301,654.0494837246291
1302,689.7463627471343
1303,637.740107011466
1304,457.483217128928
1305,542.7221535930154
1306,445.9006689910232
1307,776.992901367682
1308,511.5417959889182
1309,417.65889727063137
1310,498.90663604966454
1311,405.3067867885569
1312,602.9065129707701
1313,495.5054511832015
1314,640.9815974336655
1315,598.0179298893153
1316,532.1411784602625
1317,365.33969332812893
1318,545.7279307762348
1319,470.9637890965949
1320,576.0705752718335
1321,397.44610552435324
1322,567.5732553718404
1323,495.07760394526184
1324,571.4756122211564
1325,591.4401629297982
1326,589.6965459911797
1327,741.9066331781063
1328,362.58665902145526
1329,508.2023967524947
1330,733.5934516148925
1331,395.96543881131106
1332,489.36923987373825
1333,520.1791749331722
1334,544.9832857144082
1335,462.1638809486451
1336,765.8680141080787
1337,524.096738723371
1338,487.1976732175496
1339,492.870278449969
1340,569.8485727905842
1341,360.3791224396419
1342,740.4626910917857
1343,699.4591321457262
1344,448.2178169096674
1345,433.30847965686326
1346,559.771236207187
